region,altitud_msnm,marca,tipo_vehiculo,año_fabricacion,antiguedad_años,kilometraje,ultimo_mantenimiento_dias,calidad_combustible,octanaje_estimado,contaminacion_agua_ppm,temperatura_motor_c,nivel_aceite,presion_neumaticos_psi,bateria_voltaje,estado_frenos,filtro_aire,tipo_via,condicion_via,temperatura_ambiente_c,falla_vehiculo
Tarija,1949.0,Ford,Camión,2003.0,22.0,293789.0,84.0,Normal,86.2,4.8,98.9,Óptimo,28.0,12.13,Desgastado,Obstruido,Urbana,regular,13.4,0
Sucre,2972.0,Mazda,Sedán,1990.0,35.0,426983.0,172.0,CONTAMINADA,74.4,161.0,101.8,Muy Bajo,22.8,12.52,desgastado,Limpio,Carretera Pavimentada,Regular,9.4,0
Santa Cruz,325.0,Honda,Camioneta 4x4,2023.0,2.0,10120.0,158.0,Degradada,,40.0,84.8,Muy Bajo,28.2,13.64,Bueno,Limpio,Camino de Tierra,Mala,22.1,0
Cochabamba,2417.0,Kia,Camioneta 4x4,1994.0,31.0,464267.0,25.0,NORML,90.6,2.9,92.3,MuyBajo,32.9,11.63,Critico,Limpio,Urbana,Regular,13.2,1
La Paz,3594.0,Toyota,Minibús,2015.0,10.0,86182.0,275.0,Contaminada,77.8,133.1,114.5,MuyBajo,28.9,12.48,Regular,obstruido,,Regular,8.4,1
La Paz,3495.0,Mitsubishi,Minibús,2018.0,7.0,82238.0,34.0,Contaminada,73.5,,89.1,Óptimo,35.3,11.7,Regular,Obstruido,Carretera Pavimentada,MuyMala,6.2,1
Santa Cruz,501.0,Kia ,Pickup,2018.0,7.0,101113.0,,,,1.0,,,29.1,13.02,,Sucio,Carretera Pavimentada,Buena,5.6,0
Cochabamba,2384.0,Susuki,SUV,2008.0,17.0,245675.0,95.0,Normal,,5.6,117.2,Óptimo,25.9,12.31,Regular,Sucio,Urbana,Buena,7.7,0
Santa Cruz,766.0,ford,SUV,1992.0,33.0,340350.0,542.0,Contaminada,83.4,97.2,86.3,,31.6,11.94,Regular,Limpio,Camino de Tierra,MuyMala,19.5,1
Oruro,3900.0,Mazda,Pick Up,1988.0,37.0,491014.0,48.0,Normal,85.8,7.5,110.4,ÓPTIMO,34.8,10.46,Desgastado,Obstruido,Urbana,Regular,12.6,1
Potosí,3969.0,Ford,S.U.V,2001.0,24.0,215635.0,,Degradada,74.3,35.0,108.8,Muy Bajo,26.5,,Desgastado,Limpio,Camino de Tierra,Buena,9.2,1
La Paz,-821.879562154314,Ford,Camioneta 4x4,1995.0,30.0,,74.0,Normal,0.0,3.9,111.4,,21.5,11.42,DESGASTADO,Limpio,Urbana,Mala,16.9,1
Trinidad,0.0,Toyota,Sedán,2011.0,14.0,158362.0,233.0,Normal,88.2,1.9,999.9,Bajo,32.6,11.41,Regular,Limpio,Urbana,Muy Mala,30.6,0
Tarija,2245.0,Ford,Minibús,2007.0,18.0,253767.0,98.0,Normal,83.3,8.0,84.9,Muy Bajo,34.8,12.08,Regular,Limpio,Camino de Tierra,Regular,18.4,0
Trinidad,148.0,chevrolet,Camión,1992.0,33.0,423235.0,29.0,Normal,85.2,6.3,110.1,Óptimo,22.3,,Desgastado,,Ruta Interdepartamental,mala,13.1,1
Oruro,3688.0,kia,camioneta 4x4,1985.0,40.0,377091.0,275.0,Normal,82.7,11.8,123.5,BAJO,36.0,11.28,,Limpio,Urbana,,17.8,1
Tarija,1588.0,Mazda,suv,1991.0,34.0,344906.0,9.0,Normal,91.3,8.8,90.3,Optimo,28.3,11.79,Crítico,SUCIO,Camino de Tierra,Regular,9.1,1
Tarija,1939.0,Kia,pickup,2001.0,24.0,261471.0,149.0,Normal,86.8,,999.9,Bajo,29.7,11.4,Regular,Limpio,Camino de Tierra,Buena,12.5,0
Potosí,,Mitsubishi,MINIBÚS,1987.0,,579791.0,,Normal,,0.3,79.1,Óptimo,,11.94,,Sucio,Camino de Tierra,Muy Mala,8.5,1
Santa Cruz,431.0,Ford,Camioneta 4x4,2004.0,,269404.0,231.0,Normal,84.3,,97.6,Muy Bajo,29.2,11.97,Desgastado,Limpio,Carretera Pavimentada,Muy Mala,16.5,1
Trinidad,155.0,Ford,SUV,2005.0,20.0,298872.0,138.0,Normal,85.1,,88.0,Bajo,,11.66,,Limpio,Carretera Pavimentada,Mala,4.4,1
Santa Cruz,254.0,Suzuki,Sedán,1989.0,36.0,340532.0,37.0,Contaminada,,65.9,,optimo,31.9,11.43,Crítico,Sucio,Camino de Tierra,Buena,13.2,0
Santa Cruz,295.0,Ford,Sedan,2002.0,23.0,218683.0,98.0,normal,84.3,2.5,93.7,Bajo,29.3,13.4,DESGASTADO,Obstruido,Ruta Interdepartamental,Mala,10.2,0
Oruro,3740.0,ford,SUV,2002.0,23.0,379832.0,,Degradada,,60.2,91.4,Optimo,38.6,11.65,Desgastado,obstruido,Urbana,Buena,10.5,0
Potosí,3775.0,Kia,Camión,1998.0,27.0,388217.0,286.0,,85.1,2.4,107.3,Bajo,31.5,12.69,Desgastado,Limpio,Urbana,MALA,13.3,1
Trinidad,125.0,Kia,Camioneta 4x4,2019.0,6.0,89791.0,,Normal,82.7,2.4,80.8,Óptimo,33.4,13.33,Bueno,Limpio,,,,1
La Paz,3739.0,Hyunday,SUV,1988.0,37.0,572394.0,81.0,Normal,84.3,6.6,93.4,Muy Bajo,41.1,12.26,Crítico,sucio,Camino de Tierra,Buena,3.5,0
Santa Cruz,806.0,HUNDAI,Camioneta 4x4,,29.0,473278.0,52.0,Normal,84.7,3.4,95.0,Óptimo,35.1,,Desgastado,Sucio,Carretera Pavimentada,Buena,19.0,1
Santa Cruz,488.0,Kia,Minibús,2014.0,11.0,104232.0,72.0,Degradada,75.1,,86.3,Bajo,44.9,11.67,bueno,Sucio,Carretera Pavimentada,Buena,29.5,0
Tarija,1728.0,Mazda,Minibús,,30.0,309608.0,,,64.8,131.8,79.2,Óptimo,,11.58,Desgastado,Limpio,,mla,19.0,1
Cobija,235.0,Honda,Sedán,1996.0,29.0,316833.0,31.0,Normal,,3.1,106.3,Muy Bajo,35.0,12.27,Regualr,Limpio,Urbana,Mala,17.2,1
Potosí,3972.0,Suzuki,Camioneta 4x4,2005.0,20.0,293703.0,190.0,Normal,89.6,7.3,97.1,Bajo,33.4,10.83,Crítico,Obstruido,Carretera Pavimentada,Buena,13.9,1
Potosí,,Mitsubishi,Pickup,2004.0,21.0,225154.0,84.0,Normal,86.6,7.1,111.9,,,12.6,DESGASTADO,Limpio,,Regular,0.3,1
La Paz,3775.0,Honda,Sedn,1985.0,40.0,519229.0,93.0,Contaminada,60.0,44237.66046587138,107.0,Óptimo,33.6,12.47,Desgastado,Sucio,Urbana,Buena,18.1,0
Cochabamba,2591.0,Hyundai,Sedán,1997.0,28.0,421971.0,296.0,Normal,90.0,9.5,,Óptimo,31.4,12.65,Regular,Sucio,Urbana,Muy Mala,1.0,1
Oruro,,Ford,Camioneta 4x4,1994.0,31.0,420550.0,35.0,Degradada,77.2,58.2,108.9,Óptimo,,12.0,,Sucio,Camino de Tierra,Buena,14.5,1
Potosí,3920.0,KIA,Sedán,2003.0,22.0,205296.0,51.0,normal,91.3,4.2,97.1,Óptimo,27.4,11.57,Regular,Obstruido,Urbana,Regular,24.6,0
Santa Cruz,615.0,Hyundai,Pickup,2000.0,,300633.0,47.0,Normal,,25074.487634198173,90.1,ÓPTIMO,25.1,12.43,Desgastado,Obstruido,Urbana,Regular,13.1,0
Trinidad,212.0,Ford,Sedán,2004.0,21.0,203410.0,139.0,Normal,,5.5,225.85032824415305,Bajo,,11.45,Regular,Limpio,Carretera Pavimentada,Muy Mala,19.2,1
,3494.0,Chevrolet,minibus,2004.0,21.0,251822.0,107.0,Contaminada,,,106.2,Óptimo,35.6,12.7,Bueno,Limpio,Urbana,Muy Mala,11.7,1
Cochabamba,2885.0,Toyota,Camioneta 4x4,1992.0,33.0,,82.0,Degradada,75.4,44.1,98.4,Óptimo,33.9,,Crítico,Sucio,Ruta Interdepartamental,,11.0,1
Santa Cruz,142.0,Ford,SUV,1991.0,34.0,317568.0,143.0,Normal,89.0,3.3,229.19472293207224,Bajo,22.8,11.39,Desgastado,Sucio,Ruta Interdepartamental,Regular,25.5,1
La Paz,3529.0,Honda,Minibús,1995.0,30.0,,85.0,Normal,91.8,5.1,125.1,Óptimo,35.7,12.83,Regular,Obstruido,Urbana,Buena,-4.7,1
La Paz,3546.0,NISAN,Camioneta 4x4,1991.0,34.0,542519.0,220.0,Normal,84.8,9.7,102.1,Bajo,31.1,12.27,Desgastad,Limpio,Camino de Tierra,Regualr,12.3,0
La Paz,4016.0,Ford,Pickup,2005.0,20.0,315090.0,68.0,Normal,85.2,7.1,114.0,Óptimo,37.1,12.5,Desgastado,Limpio,Ruta Interdepartamental,Mala,23.0,1
Sucre,3081.0,Mazda,Sedán,2002.0,23.0,254984.0,287.0,Normal,92.9,5.4,103.6,OPTIMO,24.0,12.34,,Limpio,Urbana,regular,8.1,0
La Paz,3864.0,Nissan,Minibús,1991.0,34.0,509153.0,16.0,Degradada,80.3,63.6,105.0,BAJO,36.8,11.8,,SUCIO,Camino de Tierra,,18.5,1
Trinidad,,Chevrolet,pickup,2014.0,11.0,136366.0,12.0,Normal,82.4,,999.9,,30.7,12.32,Bueno ,Sucio,Carretera Pavimentada,Regular,0.8,0
Cochabamba,2922.0,Mazda,Camión,1997.0,28.0,412362.0,138.0,,65.2,110.2,102.6,Muy Bajo,41.8,12.09,Bueno,Sucio,Carretera Pavimentada,Regular,11.5,1
Cochabamba,2613.0,Mazda,Camion,1988.0,37.0,556598.0,64.0,Degradada,,,99.7,Óptimo,32.8,10.83,Regular,Obstruido,Urbana,Mala,23.7,1
Oruro,3853.0,Chevrolet,Sedán,1990.0,35.0,561956.0,79.0,Normal,88.4,7.7,,Bajo,34.4,11.52,Desgastado,Sucio,Carretera Pavimentada,Regular,10.6,1
Cochabamba,2585.0,Hyundai,Sedán,2000.0,25.0,248549.0,154.0,Degradada,75.8,48.6,84.6,Óptimo,,11.92,DESGASTADO,Limpio,Camino de Tierra,MALA,11.3,0
Tarija,1859.0,Suzuki,Sedán,1994.0,,,31.0,Normal,88.0,6.3,,Óptimo,29.4,11.5,Desgastad,SUCIO,Ruta Interdepartamental,Regular,15.3,1
Santa Cruz,378.0,Chevrolet,Pickup,2012.0,13.0,164188.0,5.0,Normal,84.5,1.2,92.1,Óptimo,30.2,12.68,Regular,Limpio,Carretera Pavimentada,,7.4,0
Santa Cruz,385.0,Honda,Pickup,1998.0,27.0,292023.0,75.0,Degradada,72.3,37.1,86.5,Óptimo,31.6,13.02,critico,scuio,,,14.8,1
Sucre,2901.0,nissan,Camioneta 4x4,2016.0,9.0,107138.0,292.0,Normal,,4.8,101.5,Bajo,,12.13,Bueno,Limpio,Carretera Pavimentada,Mala,,0
Santa Cruz,471.0,Ford,Camioneta 4x4,1987.0,38.0,400783.0,77.0,Norml,,,86.6,Bajo,34.2,11.97,Desgastado,Sucio,Carretera Pavimentada,Regular,18.4,0
Santa Cruz,411.0,Suzuki,Sedán,2005.0,20.0,322624.0,110.0,Normal,82.3,,81.5,Bajo,36.6,12.14,Desgastado,Limpio,Carretera Pavimentada,Mala,16.0,0
Santa Cruz,642.0,Nissan,Camioneta 4x4,2014.0,11.0,163969.0,30.0,Contaminada,65.7,93.0,104.9,Óptimo,34.0,12.5,Regular,Sucio,Urbana,Mala,20.7,0
La Paz,3195.0,Chevrolet,Camioneta 4x4,1993.0,32.0,0.0,81.0,Contaminada,67.0,101.4,110.7,Óptimo,32.2,12.08,Bueno,Obstruido,Camino de Tierra,REGULAR,3.8,1
La Paz,3716.0,Suzuki,Camión,1988.0,37.0,,85.0,Degradada,79.2,,112.9,Bajo,29.4,,Desgastado,Sucio,Carretera Pavimentada,Buena,0.9,1
La Paz,3748.0,Mazda,SUV,1997.0,28.0,284718.0,34.0,Contaminada,72.6,183.8,,Óptimo,16.3,12.48,CRÍTICO,Limpio,Urbana,Regular,-1.9,1
Tarija,2038.0,HYUNDAI,Camion,2019.0,6.0,92004.0,23.0,Degradada,,,102.8,Óptimo,34.6,13.38,Bueno,Sucio,Ruta Interdepartamental,Muy Mala,4.9,1
Cochabamba,2548.0,Toyota,Minibús,2003.0,22.0,213914.0,56.0,Normal,85.3,,79.4,Óptimo ,27.4,708.2554875708472,Regular,obstruido,Urbana,,1.3,1
Cochabamba,2589.0,Toyota,SUV,2004.0,21.0,253978.0,5.0,Normal,85.6,5.5,109.5,ÓPTIMO,28.4,11.18,Desgastad,Limpio,Carretera Pavimentada,buena,,1
Santa Cruz,564.0,Chevrolet,Camión,2005.0,20.0,293219.0,23.0,,73.0,24.8,,Óptimo,28.3,13.47,Regular,Sucio,Camino de Tierra,Mala,20.5,1
Santa Cruz,640.0,Mitsubishi,Camioneta 4x4,1986.0,39.0,,170.0,,87.7,6.7,88.4,Bajo,32.4,13.52,REGULAR,Sucio,Urbana,Mala,17.1,1
Santa Cruz,371.0,Hyundai,Camioneta 4x4,1997.0,28.0,375502.0,136.0,Normal,,7.3,99.7,Óptimo,36.4,13.05,Desgastado,Sucio,,Regular,16.3,0
Potosí,4007.0,Toyota,Camioneta 4x4,1987.0,38.0,381689.0,48.0,,81.2,41.7,116.0,Óptimo,27.5,11.73,Crítico,Limpio,Urbana,regular,-3.9,1
Santa Cruz,668.0,Mitsubishi,Camión,1993.0,32.0,360269.0,104.0,Normal,83.0,3.7,99.7,Óptimo,23.2,12.1,Desgastado,Obstruido,Carretera Pavimentada,Regular,6.2,0
Oruro,3387.0,Mazda,Pickup,,14.0,193074.0,229.0,Contaminada,75.0,98.6,97.3,Bajo,32.7,12.57,Regular,Limpo,Carretera Pavimentada,Muy Mala,15.8,1
La Paz,3536.0,Suzuki,Minibús,2004.0,21.0,173131.0,237.0,Normal,86.7,,111.3,Muy Bajo,,13.07,Bueno,Obstruido,Carretera Pavimentada,Mala,6.2,1
La Paz,3860.0,TOYATA,Pickup,2023.0,2.0,21487.0,138.0,Norml,89.9,1.0,101.9,Óptimo,28.7,13.17,Bueno,,Ruta Interdepartamental,Regular,3.3,0
Potosí,4131.0,Mazda,Sedán,1989.0,36.0,428012.0,17.0,Normal,88.4,3.6,108.9,Óptimo,26.6,11.73,Desgastado,Limpio,Ruta Interdepartamental,MALA,5.6,1
Cochabamba,2636.0,Mazda,SUV,,29.0,362880.0,23.0,Degradada,81.2,34.0,87.0,Bjo,31.3,,Regular,,Ruta Interdepartamental,Buena,14.3,1
Santa Cruz,349.0,Suzuki,SUV,2010.0,15.0,179624.0,44.0,Normal,86.2,5.8,75.4,Óptimo,33.3,12.51,CRITICO,Sucio,Ruta Interdepartamental,Regualr,25.4,0
La Paz,3508.0,Toyota,Minibús,,34.0,417216.0,144.0,Normal,89.9,6.0,98.1,Óptimo,34.0,12.0,Bueno,Limpio,Carretera Pavimentada,Mala,-0.2,0
Santa Cruz,327.0,Masda,PICKUP,1989.0,36.0,457950.0,38.0,Degradada,,66.1,81.5,Óptimo,29.9,12.15,Crítico,sucio,Carretera Pavimentada,Mala,24.9,1
Sucre,3042.0,Mazda,Minibús,1996.0,29.0,300585.0,81.0,normal,83.2,2.1,116.3,Bajo,38.0,12.21,Desgastado,Obstruido,Camino de Tierra,Regular,10.7,1
Potosí,3873.0,Chevrolete,camioneta4x4,1995.0,30.0,309411.0,226.0,Degradada,91.0,39.8,84.9,Óptimo,27.0,11.66,REGULAR,Obstruido,Camino de Tierra,Mala,6.1,1
Cochabamba,-2354.873450126936,Nissan,Sedán,2021.0,4.0,53655.0,289.0,normal,81.2,7.8,87.2,MuyBajo,24.9,11.99,bueno,Obstruido,Camino de Tierra,MALA,14.5,0
Potosí,3854.0,Hyundai,Minibús,1997.0,28.0,342287.0,237.0,Contaminada,,134.2,81.5,Bjo,25.7,11.88,Bueno,Sucio,Camino de Tierra,Mala,10.3,0
Sucre,2936.0,Nissan,pickup,2013.0,12.0,149253.0,16.0,,89.4,3.0,102.5,Óptimo,44.0,12.95,Bueno,Limpo,Urbana,buena ,-2.1,0
Cochabamba,2477.0,Kia,Sedán,,11.0,120573.0,314.0,Normal,82.1,1.0,,Muy Bajo,24.9,12.78,,Sucio,Carretera Pavimentada,Regular,7.4,0
La Paz,3625.0,Hyundai,Minibús,1989.0,36.0,370216.0,149.0,Degradada,82.9,6118.051223202756,122.7,Bajo,37.1,12.56,Crítico,Sucio,Urbana,Regular,11.2,1
La Paz,3387.0,Suzuki,SUV,2006.0,19.0,203489.0,125.0,Degradada,84.9,21.1,104.4,MuyBajo,29.7,11.96,Desgastado,Limpio,,Regular,-4.2,1
Sucre,2568.0,Ford,Sedán,,,403765.0,36.0,Normal,91.0,1.3,95.9,Óptimo,34.9,11.48,Desgastado,Limpo,Camino de Tierra,Muy Mala,,1
Santa Cruz,417.0,Nissan,Sedán,1987.0,38.0,0.0,342.0,Degradada,80.3,,96.9,Muy Bajo,19.9,11.98,Regular,Limpio,Camino de Tierra,muy_mala,3.7,1
Potosí,3768.0,Nissan,Camioneta 4x4,2014.0,11.0,137662.0,2.0,Normal,83.5,7.9,,Óptimo,29.0,12.74,Regular,Limpio,Carretera Pavimentada,,7.6,0
Santa Cruz,732.0,Mitsubishi,Camioneta 4x4,1993.0,32.0,328562.0,,Contaminada,67.4,,,Óptimo,34.3,11.75,bueno,Obstruído,Ruta Interdepartamental,Regualr,16.7,1
Tarija,1557.0,Honda,Sedán,1994.0,,,21.0,Normal,90.8,,108.2,Óptimo,33.7,11.63,Desgastado,Limpio,Carretera Pavimentada,Regular,29.1,1
Trinidad,117.0,Kia,Sedán,1994.0,31.0,361871.0,154.0,Normal,81.4,2.0,87.6,Bajo,,12.1,Crítico,Sucio,Carretera Pavimentada,Buena,16.8,1
Santa Cruz,419.0,Ford ,Sedán,1990.0,35.0,403375.0,,Normal,,7.4,83.3,Bajo,23.3,10.8,Regular,LIMPIO,Camino de Tierra,Muy Mala,17.4,1
Sucre,30298.36342460047,honda,Minibús,1997.0,28.0,413737.0,376.0,Contaminada,64.0,144.4,103.8,Bajo,34.0,10.87,Crítico,Sucio,Carretera Pavimentada,Regular,11.7,1
Tarija,1700.0,Toyota,Camión,1996.0,29.0,262636.0,55.0,Contaminada,71.5,93.7,117.0,Bajo,32.3,11.88,Desgastado,Limpio,Camino de Tierra,Regular,23.4,1
Santa Cruz,272.0,Mitsubishi,Camión,1996.0,29.0,462637.0,55.0,Normal,85.1,7.6,107.6,Óptimo,30.3,12.43,Crítico,Limpio,Urbana,Regular,22.1,1
Cochabamba,2409.0,Mazda,Minibús,2016.0,9.0,133552.0,143.0,Normal,85.7,2.1,,Óptimo,,11.44,,Limpio,Camino de Tierra,Mala,6.7,1
Potosí,3924.0,MAZDA,Pickup,1994.0,31.0,,24.0,Norml,91.0,0.0,122.3,Bajo,28.2,11.9,Desgastado,Limpio,Ruta Interdepartamental,Regular,6.6,1
La Paz,3933.0,Honda,SUV,1985.0,40.0,554025.0,81.0,Degradada,,42.8,,Muy Bajo,0.0,11.06,Desgastado,Limpio,Carretera Pavimentada,mala,14.1,1
Santa Cruz,428.0,Honda,Pickup,1989.0,36.0,545582.0,2.0,Degradada,84.2,50.8,93.2,Óptimo,33.8,11.1,Crítico,Limpio,Carretera Pavimentada,Muy Mala,30.1,1
Santa Cruz,593.0,Mazda,Camioneta 4x4,2007.0,18.0,189027.0,116.0,Contaminada,68.4,142.8,90.5,Óptimo,35.6,11.91,Desgastado,obstruido,Carretera Pavimentada,Mala,13.9,1
La Paz,3716.0,Ford,SUV,2002.0,23.0,,199.0,Degradada,81.0,61.1,102.7,Bajo,31.4,12.83,Desgastado,Sucio,Urbana,Buena,11.5,0
Sucre,2977.0,Mazda,Suv,2018.0,7.0,58360.0,29.0,Normal,86.6,1.9,99.4,Optimo,,12.99,Regular,Sucio,Carretera Pavimentada,Regular,9.0,0
,2138.0,Chevrolet,Camioneta 4x4,2005.0,20.0,251832.0,,,,5.0,109.6,Óptimo,31.8,10.67,Crítico,Limpio,Urbana,,21.8,1
La Paz,3594.0,Kia,Sedán,1990.0,35.0,349023.0,18.0,,74.6,38.4,81.9,Óptimo,40.1,10.29,Crítico,Sucio,,mla,15.3,0
Cobija,486.0,Nissan,Camión,1988.0,37.0,570104.0,124.0,,86.2,5.0,,Muy Bajo,24.5,12.34,Crítico,Obstruido,Urbana,Regular,13.7,1
La Paz,3554.0,Mazda,Sedán,1999.0,26.0,314928.0,107.0,Contaminada,70.0,189.0,108.3,Óptimo,32.5,13.42,Crítico,Limpio,Urbana,Mala,13.6,1
La Paz,3904.0,Chevrolet,Camioneta 4x4,2004.0,21.0,329297.0,227.0,Normal ,89.0,4.4,108.8,Óptimo,29.7,11.77,Crítico,Limpio,Carretera Pavimentada,Mala,-8.0,1
Sucre,3033.0,Mazda,Minibús,1989.0,36.0,-6431.187028669048,457.0,Normal,81.4,2.1,93.8,Muy Bajo,,11.51,Regular,Obstruido,Urbana,Regualr,17.4,1
Santa Cruz,346.0,Ford,Camión,2002.0,23.0,310428.0,534.0,Normal,84.5,4.2,99.1,Muy Bajo,36.5,12.6,Critico,Obstruido,Camino de Tierra,,6.4,1
La Paz,3565.0,Toyota,pickup,2013.0,12.0,163492.0,14.0,Normal,88.3,7.5,93.3,Óptimo,33.2,12.48,Bueno,Sucio,Urbana,Buena,8.8,0
Tarija,1714.0,Chevrolet,Minibús,2007.0,18.0,216501.0,104.0,,86.3,6.5,291.0534347457771,Óptimo,30.2,12.75,Regular,Sucio,Camino de Tierra,Regular,13.8,0
Sucre,2716.0,Kia,Camión,2004.0,21.0,333967.0,202.0,Normal,,8.1,96.3,Óptimo,,12.14,Crítico,Obstruido,Carretera Pavimentada,,13.9,1
La Paz,3455.0,HUNDAI,,2009.0,16.0,201867.0,139.0,Normal,88.1,10.5,90.8,Óptimo ,27.3,12.66,Regular,Sucio,Urbana,Buena,2.9,0
La Paz,3704.0,Chevrolet,Camión,1987.0,38.0,384712.0,295.0,Normal,89.5,10.4,83.3,Óptimo,38.5,11.64,Desgastado,sucio,Camino de Tierra,Regular,9.9,0
Sucre,2592.0,Suzuki,Camioneta 4x4,1990.0,35.0,553233.0,75.0,Normal,84.0,2.6,109.9,Bajo,32.5,11.91,Desgastado,Limpio,Urbana,Buena,12.6,0
Potosí,,Suzuki,SUV,1986.0,39.0,475174.0,72.0,Normal ,89.9,7.2,98.6,Óptimo,34.8,10.95,Regular,,Ruta Interdepartamental,Buena,13.7,1
Trinidad,331.0,Hyundai,Camioneta 4x4,,36.0,369633.0,3.0,NORML,,,,Óptimo,27.5,12.75,Bueno,Sucio,,Regular,13.0,1
Santa Cruz,167.0,Honda,Camioneta 4x4,2016.0,9.0,101103.0,2.0,,,152.8,95.0,,28.3,12.92,Bueno,Limpio,Urbana,Mala,22.8,0
Cobija,522.0,Suzuki,Camioneta 4x4,,34.0,457407.0,153.0,Degradad,77.9,21.8,78.8,Óptimo,32.5,,Crítico,Obstruido,Carretera Pavimentada,Mala,5.6,1
Oruro,3783.0,Honda,SUV,2004.0,21.0,266268.0,82.0,Contaminada,77.1,73.7,,,23.8,11.92,Regualr,Limpio,Ruta Interdepartamental,Mala,15.0,1
Trinidad,349.0,Mazda,Pickup,2005.0,20.0,268930.0,140.0,Contaminada,71.2,114.3,94.8,Óptimo,38.6,12.05,,Limpio,Camino de Tierra,Muy Mala,11.5,0
Cochabamba,2444.0,Mazda,Camioneta 4x4,2004.0,21.0,281065.0,35.0,Normal,89.3,7.8,81.6,Óptimo,29.2,11.84,Desgastado,Sucio,Camino de Tierra,Regular,3.6,0
Potosí,4060.0,Nissan,Camioneta 4x4,2000.0,25.0,235027.0,258.0,Degradada,78.1,30.9,94.9,Muy Bajo,35.1,11.05,Desgastado,Sucio,Camino de Tierra,Regular,14.8,1
La Paz,3809.0,Suzuki,,1998.0,27.0,300014.0,303.0,Normal,,3.4,113.4,Muy bajo,34.6,12.1,Desgastado,Limpio,Ruta Interdepartamental,Mala,-0.7,0
La Paz,3625.0,hyundai,Pickup,1996.0,29.0,412256.0,141.0,Contaminada,66.6,95.0,116.1,Óptimo,,10.91,Regular,,Carretera Pavimentada,Regular,11.1,1
Santa Cruz,716.0,Nissan,Camioneta 4x4,2016.0,9.0,110226.0,42.0,Normal,90.0,5.4,102.1,Óptimo,26.0,13.01,Regular,Limpio,Urbana,Regular,16.3,0
Cochabamba,2565.0,Kia,Sedán,1985.0,40.0,385121.0,31.0,Normal,,7.8,91.0,Óptimo,,,Desgastado,sucio,Carretera Pavimentada,Mala,19.9,0
Oruro,3877.0,Chevrolet,Camioneta 4x4,1986.0,39.0,440172.0,127.0,Contaminada,78.2,120.5,96.9,Óptimo,34.5,,Crítico,Sucio,Carretera Pavimentada,muy mala,8.8,1
Tarija,1910.0,Susuki,Minibús,1998.0,27.0,413484.0,,Contaminada,71.7,101.4,,Bajo,24.8,11.89,Crítico,Limpio,Camino de Tierra,Regular,13.2,1
Oruro,3794.0,Mitsubishi,Camioneta 4x4,1994.0,31.0,469284.0,112.0,Normal,-21.312638217995335,,,OPTIMO,29.1,,Regular,Sucio,Carretera Pavimentada,Mala,1.6,1
Sucre,2559.0,Hyundai,,1996.0,29.0,,237.0,Normal,93.9,8.1,83.8,Bajo,32.0,11.69,Desgastado,Limpio,Urbana,,14.8,1
Cochabamba,2614.0,Hyundai,,2023.0,2.0,16584.0,108.0,Degradada,83.0,33.3,116.5,Óptimo,28.8,11.41,Bueno,Limpio,Camino de Tierra,Mala,11.2,1
Santa Cruz,306.0,Kia ,Camión,2009.0,16.0,208662.0,145.0,Normal,,,90.1,Bajo,20.1,12.59,Bueno ,Limpio,Urbana,Buena,14.1,0
Santa Cruz,289.0,Suzuki,Pickup,2014.0,11.0,97281.0,109.0,Contaminada,,107.8,86.6,Óptimo,0.0,11.77,Desgastado,Sucio,Carretera Pavimentada,Muy Mala,11.1,0
Cochabamba,2820.0,Ford,Pickup,1995.0,30.0,401987.0,111.0,Contaminada,68.2,98063.13489680135,93.9,Óptimo,41.8,11.76,Regular,Limpio,Ruta Interdepartamental,Mala,19.4,0
Cochabamba,2526.0,Suzuki,Camión,1991.0,34.0,482785.0,174.0,Normal,,0.0,91.0,Óptimo,37.0,11.12,Regular,Obstruido,Camino de Tierra,Buena,10.4,1
Cochabamba,2408.0,Ford ,SUV,2008.0,17.0,205410.0,65.0,Normal,86.0,8.9,96.6,Óptimo,34.2,12.42,Bueno,sucio,Ruta Interdepartamental,Regular,7.4,1
Santa Cruz,47080.91898620798,Honda,Camioneta 4x4,2010.0,15.0,129151.0,304.0,Normal,86.4,3.9,79.8,Bajo,30.4,12.24,Crítico,Limpio,Carretera Pavimentada,Mala,34.3,0
Potosí,3772.0,Hyundai,Minibús,,25.0,345635.0,258.0,Normal,,1.3,113.4,Muy Bajo,,,Desgastado,Sucio,Carretera Pavimentada,Muy Mala,-0.8,1
La Paz,3855.0,mazda,SEDAN,2015.0,10.0,145445.0,167.0,Normal ,88.2,5.4,110.1,Óptimo,33.0,10.6,bueno,Limpio,Carretera Pavimentada,Mala,1.7,0
La Paz,3536.0,Toyota,Camión,2020.0,5.0,65999.0,176.0,Degradada,80.4,49.2,101.1,Óptimo,26.3,,,Limpio,Carretera Pavimentada,Mala,8.0,1
Cochabamba,2637.0,Honda,Pickup,1998.0,,363345.0,69.0,Normal,89.1,7.6,108.9,Óptimo,,12.17,Crítico,Obstruido,Urbana,Regular,10.4,1
Cochabamba,2761.0,Ford,SUV,1991.0,34.0,323310.0,232.0,Normal,90.7,8.4,89.8,Bajo,33.8,11.75,Bueno,sucio,Carretera Pavimentada,Mala,4.4,0
